Second,CH1,CH2
+1.928000E-06,+3.900000E+00,-2.000000E-02
+1.930000E-06,+3.940000E+00,-1.800000E-02
+1.932000E-06,+3.900000E+00,-2.000000E-02
+1.934000E-06,+3.900000E+00,-2.000000E-02
+1.936000E-06,+3.900000E+00,-1.800000E-02
+1.938000E-06,+3.900000E+00,-1.800000E-02
+1.940000E-06,+3.900000E+00,-1.800000E-02
+1.942000E-06,+3.900000E+00,-1.800000E-02
+1.944000E-06,+3.900000E+00,-1.600000E-02
+1.946000E-06,+3.900000E+00,-1.600000E-02
+1.948000E-06,+3.900000E+00,-1.600000E-02
+1.950000E-06,+3.940000E+00,-1.400000E-02
+1.952000E-06,+3.900000E+00,-1.400000E-02
+1.954000E-06,+3.900000E+00,-1.400000E-02
+1.956000E-06,+3.900000E+00,-1.400000E-02
+1.958000E-06,+3.900000E+00,-1.400000E-02
+1.960000E-06,+3.940000E+00,-1.400000E-02
+1.962000E-06,+3.940000E+00,-1.400000E-02
+1.964000E-06,+3.940000E+00,-1.400000E-02
+1.966000E-06,+3.940000E+00,-1.400000E-02
+1.968000E-06,+3.940000E+00,-1.400000E-02
+1.970000E-06,+3.980000E+00,-1.400000E-02
+1.972000E-06,+3.940000E+00,-1.600000E-02
+1.974000E-06,+3.940000E+00,-1.600000E-02
+1.976000E-06,+3.940000E+00,-1.600000E-02
+1.978000E-06,+3.940000E+00,-1.800000E-02
+1.980000E-06,+3.940000E+00,-1.800000E-02
+1.982000E-06,+3.940000E+00,-1.800000E-02
+1.984000E-06,+3.940000E+00,-1.800000E-02
+1.986000E-06,+3.940000E+00,-1.800000E-02
+1.988000E-06,+3.940000E+00,-1.800000E-02
+1.990000E-06,+3.980000E+00,-1.600000E-02
+1.992000E-06,+3.940000E+00,-1.800000E-02
+1.994000E-06,+3.940000E+00,-1.600000E-02
+1.996000E-06,+3.940000E+00,-1.600000E-02
+1.998000E-06,+3.940000E+00,-1.600000E-02
+2.000000E-06,+3.940000E+00,-1.600000E-02
+2.002000E-06,+3.940000E+00,-1.600000E-02
+2.004000E-06,+3.900000E+00,-1.400000E-02
+2.006000E-06,+3.900000E+00,-1.400000E-02
+2.008000E-06,+3.900000E+00,-1.200000E-02
+2.010000E-06,+3.940000E+00,-1.000000E-02
+2.012000E-06,+3.900000E+00,-1.000000E-02
+2.014000E-06,+3.900000E+00,-1.000000E-02
+2.016000E-06,+3.900000E+00,-7.999999E-03
+2.018000E-06,+3.900000E+00,-7.999999E-03
+2.020000E-06,+3.900000E+00,-6.000000E-03
+2.022000E-06,+3.860000E+00,-4.000000E-03
+2.024000E-06,+3.860000E+00,-4.000000E-03
+2.026000E-06,+3.860000E+00,-2.000000E-03
+2.028000E-06,+3.860000E+00,+0.000000E+00
+2.030000E-06,+3.900000E+00,+2.000000E-03
+2.032000E-06,+3.860000E+00,+2.000000E-03
+2.034000E-06,+3.860000E+00,+2.000000E-03
+2.036000E-06,+3.860000E+00,+4.000000E-03
+2.038000E-06,+3.860000E+00,+4.000000E-03
+2.040000E-06,+3.860000E+00,+4.000000E-03
+2.042000E-06,+3.860000E+00,+4.000000E-03
+2.044000E-06,+3.860000E+00,+4.000000E-03
+2.046000E-06,+3.860000E+00,+4.000000E-03
+2.048000E-06,+3.860000E+00,+4.000000E-03
+2.050000E-06,+3.900000E+00,+4.000000E-03
+2.052000E-06,+3.860000E+00,+2.000000E-03
+2.054000E-06,+3.860000E+00,+0.000000E+00
+2.056000E-06,+3.860000E+00,-2.000000E-03
+2.058000E-06,+3.860000E+00,-4.000000E-03
+2.060000E-06,+3.900000E+00,-6.000000E-03
+2.062000E-06,+3.900000E+00,-7.999999E-03
+2.064000E-06,+3.900000E+00,-7.999999E-03
+2.066000E-06,+3.900000E+00,-1.000000E-02
+2.068000E-06,+3.900000E+00,-1.200000E-02
+2.070000E-06,+3.940000E+00,-1.200000E-02
+2.072000E-06,+3.900000E+00,-1.400000E-02
+2.074000E-06,+3.900000E+00,-1.600000E-02
+2.076000E-06,+3.900000E+00,-1.600000E-02
+2.078000E-06,+3.940000E+00,-1.600000E-02
+2.080000E-06,+3.940000E+00,-1.800000E-02
+2.082000E-06,+3.940000E+00,-1.800000E-02
+2.084000E-06,+3.940000E+00,-1.600000E-02
+2.086000E-06,+3.940000E+00,-1.600000E-02
+2.088000E-06,+3.940000E+00,-1.600000E-02
+2.090000E-06,+3.980000E+00,-1.400000E-02
+2.092000E-06,+3.940000E+00,-1.400000E-02
+2.094000E-06,+3.940000E+00,-1.400000E-02
+2.096000E-06,+3.940000E+00,-1.400000E-02
+2.098000E-06,+3.940000E+00,-1.400000E-02
+2.100000E-06,+3.940000E+00,-1.200000E-02
+2.102000E-06,+3.940000E+00,-1.200000E-02
+2.104000E-06,+3.940000E+00,-1.200000E-02
+2.106000E-06,+3.940000E+00,-1.200000E-02
+2.108000E-06,+3.940000E+00,-1.200000E-02
+2.110000E-06,+3.980000E+00,-1.000000E-02
+2.112000E-06,+3.940000E+00,-1.200000E-02
+2.114000E-06,+3.940000E+00,-1.200000E-02
+2.116000E-06,+3.940000E+00,-1.200000E-02
+2.118000E-06,+3.940000E+00,-1.200000E-02
+2.120000E-06,+3.900000E+00,-1.000000E-02
+2.122000E-06,+3.900000E+00,-1.000000E-02
+2.124000E-06,+3.900000E+00,-1.000000E-02
+2.126000E-06,+3.900000E+00,-1.000000E-02
+2.128000E-06,+3.900000E+00,-7.999999E-03
+2.130000E-06,+3.940000E+00,-6.000000E-03
+2.132000E-06,+3.900000E+00,-6.000000E-03
+2.134000E-06,+3.900000E+00,-6.000000E-03
+2.136000E-06,+3.900000E+00,-4.000000E-03
+2.138000E-06,+3.900000E+00,-4.000000E-03
+2.140000E-06,+3.900000E+00,-2.000000E-03
+2.142000E-06,+3.900000E+00,-2.000000E-03
+2.144000E-06,+3.900000E+00,+0.000000E+00
+2.146000E-06,+3.900000E+00,+0.000000E+00
+2.148000E-06,+3.900000E+00,+0.000000E+00
+2.150000E-06,+3.940000E+00,+2.000000E-03
+2.152000E-06,+3.900000E+00,+0.000000E+00
+2.154000E-06,+3.900000E+00,+0.000000E+00
+2.156000E-06,+3.900000E+00,+0.000000E+00
+2.158000E-06,+3.900000E+00,+0.000000E+00
+2.160000E-06,+3.900000E+00,+0.000000E+00
+2.162000E-06,+3.900000E+00,+0.000000E+00
+2.164000E-06,+3.900000E+00,+0.000000E+00
+2.166000E-06,+3.900000E+00,+0.000000E+00
+2.168000E-06,+3.900000E+00,+0.000000E+00
+2.170000E-06,+3.900000E+00,+2.000000E-03
+2.172000E-06,+3.860000E+00,+2.000000E-03
+2.174000E-06,+3.860000E+00,+2.000000E-03
+2.176000E-06,+3.860000E+00,+2.000000E-03
+2.178000E-06,+3.860000E+00,+2.000000E-03
+2.180000E-06,+3.860000E+00,+2.000000E-03
+2.182000E-06,+3.860000E+00,+2.000000E-03
+2.184000E-06,+3.860000E+00,+2.000000E-03
+2.186000E-06,+3.860000E+00,+4.000000E-03
+2.188000E-06,+3.860000E+00,+4.000000E-03
+2.190000E-06,+3.900000E+00,+4.000000E-03
+2.192000E-06,+3.900000E+00,+2.000000E-03
+2.194000E-06,+3.900000E+00,+2.000000E-03
+2.196000E-06,+3.900000E+00,+0.000000E+00
+2.198000E-06,+3.900000E+00,-2.000000E-03
+2.200000E-06,+3.900000E+00,-4.000000E-03
+2.202000E-06,+3.900000E+00,-4.000000E-03
+2.204000E-06,+3.900000E+00,-6.000000E-03
+2.206000E-06,+3.900000E+00,-7.999999E-03
+2.208000E-06,+3.900000E+00,-1.000000E-02
+2.210000E-06,+3.940000E+00,-1.000000E-02
+2.212000E-06,+3.900000E+00,-1.200000E-02
+2.214000E-06,+3.900000E+00,-1.400000E-02
+2.216000E-06,+3.900000E+00,-1.600000E-02
+2.218000E-06,+3.900000E+00,-1.800000E-02
+2.220000E-06,+3.860000E+00,-1.800000E-02
+2.222000E-06,+3.860000E+00,-2.000000E-02
+2.224000E-06,+3.860000E+00,-2.000000E-02
+2.226000E-06,+3.860000E+00,-2.000000E-02
+2.228000E-06,+3.860000E+00,-2.000000E-02
+2.230000E-06,+3.900000E+00,-2.000000E-02
+2.232000E-06,+3.860000E+00,-2.200000E-02
+2.234000E-06,+3.860000E+00,-2.200000E-02
+2.236000E-06,+3.860000E+00,-2.200000E-02
+2.238000E-06,+3.860000E+00,-2.200000E-02
+2.240000E-06,+3.860000E+00,-2.200000E-02
+2.242000E-06,+3.900000E+00,-2.200000E-02
+2.244000E-06,+3.900000E+00,-2.200000E-02
+2.246000E-06,+3.900000E+00,-2.000000E-02
+2.248000E-06,+3.900000E+00,-2.000000E-02
+2.250000E-06,+3.940000E+00,-1.800000E-02
+2.252000E-06,+3.900000E+00,-1.800000E-02
+2.254000E-06,+3.900000E+00,-1.800000E-02
+2.256000E-06,+3.900000E+00,-1.600000E-02
+2.258000E-06,+3.900000E+00,-1.400000E-02
+2.260000E-06,+3.900000E+00,-1.400000E-02
+2.262000E-06,+3.900000E+00,-1.200000E-02
+2.264000E-06,+3.900000E+00,-1.000000E-02
+2.266000E-06,+3.900000E+00,-7.999999E-03
+2.268000E-06,+3.900000E+00,-6.000000E-03
+2.270000E-06,+3.940000E+00,-4.000000E-03
+2.272000E-06,+3.900000E+00,-4.000000E-03
+2.274000E-06,+3.900000E+00,-2.000000E-03
+2.276000E-06,+3.900000E+00,-2.000000E-03
+2.278000E-06,+3.900000E+00,-2.000000E-03
+2.280000E-06,+3.900000E+00,+0.000000E+00
+2.282000E-06,+3.900000E+00,+0.000000E+00
+2.284000E-06,+3.900000E+00,+0.000000E+00
+2.286000E-06,+3.900000E+00,+0.000000E+00
+2.288000E-06,+3.900000E+00,+2.000000E-03
+2.290000E-06,+3.940000E+00,+2.000000E-03
+2.292000E-06,+3.900000E+00,+0.000000E+00
+2.294000E-06,+3.900000E+00,+0.000000E+00
+2.296000E-06,+3.900000E+00,-2.000000E-03
+2.298000E-06,+3.900000E+00,-2.000000E-03
+2.300000E-06,+3.860000E+00,-2.000000E-03
+2.302000E-06,+3.860000E+00,-4.000000E-03
+2.304000E-06,+3.860000E+00,-4.000000E-03
+2.306000E-06,+3.860000E+00,-4.000000E-03
+2.308000E-06,+3.860000E+00,-4.000000E-03
+2.310000E-06,+3.900000E+00,-4.000000E-03
+2.312000E-06,+3.860000E+00,-6.000000E-03
+2.314000E-06,+3.860000E+00,-6.000000E-03
+2.316000E-06,+3.860000E+00,-6.000000E-03
+2.318000E-06,+3.860000E+00,-7.999999E-03
+2.320000E-06,+3.860000E+00,-7.999999E-03
+2.322000E-06,+3.900000E+00,-7.999999E-03
+2.324000E-06,+3.900000E+00,-7.999999E-03
+2.326000E-06,+3.900000E+00,-7.999999E-03
+2.328000E-06,+3.900000E+00,-7.999999E-03
+2.330000E-06,+3.940000E+00,-7.999999E-03
+2.332000E-06,+3.900000E+00,-1.000000E-02
+2.334000E-06,+3.900000E+00,-1.000000E-02
+2.336000E-06,+3.900000E+00,-1.200000E-02
+2.338000E-06,+3.900000E+00,-1.200000E-02
+2.340000E-06,+3.900000E+00,-1.200000E-02
+2.342000E-06,+3.900000E+00,-1.400000E-02
+2.344000E-06,+3.900000E+00,-1.400000E-02
+2.346000E-06,+3.900000E+00,-1.400000E-02
+2.348000E-06,+3.900000E+00,-1.400000E-02
+2.350000E-06,+3.900000E+00,-1.400000E-02
+2.352000E-06,+3.860000E+00,-1.600000E-02
+2.354000E-06,+3.860000E+00,-1.600000E-02
+2.356000E-06,+3.860000E+00,-1.600000E-02
+2.358000E-06,+3.860000E+00,-1.600000E-02
+2.360000E-06,+3.860000E+00,-1.600000E-02
+2.362000E-06,+3.860000E+00,-1.800000E-02
+2.364000E-06,+3.860000E+00,-1.800000E-02
+2.366000E-06,+3.860000E+00,-1.800000E-02
+2.368000E-06,+3.860000E+00,-1.800000E-02
+2.370000E-06,+3.900000E+00,-1.600000E-02
+2.372000E-06,+3.900000E+00,-1.800000E-02
+2.374000E-06,+3.900000E+00,-1.800000E-02
+2.376000E-06,+3.900000E+00,-1.800000E-02
+2.378000E-06,+3.900000E+00,-1.800000E-02
+2.380000E-06,+3.900000E+00,-1.800000E-02
+2.382000E-06,+3.900000E+00,-1.800000E-02
+2.384000E-06,+3.900000E+00,-1.800000E-02
+2.386000E-06,+3.900000E+00,-1.800000E-02
+2.388000E-06,+3.900000E+00,-1.800000E-02
+2.390000E-06,+3.940000E+00,-1.600000E-02
+2.392000E-06,+3.900000E+00,-1.600000E-02
+2.394000E-06,+3.900000E+00,-1.600000E-02
+2.396000E-06,+3.900000E+00,-1.600000E-02
+2.398000E-06,+3.900000E+00,-1.400000E-02
+2.400000E-06,+3.900000E+00,-1.200000E-02
+2.402000E-06,+3.860000E+00,-1.200000E-02
+2.404000E-06,+3.860000E+00,-1.000000E-02
+2.406000E-06,+3.860000E+00,-7.999999E-03
+2.408000E-06,+3.860000E+00,-6.000000E-03
+2.410000E-06,+3.900000E+00,-4.000000E-03
+2.412000E-06,+3.860000E+00,-4.000000E-03
+2.414000E-06,+3.860000E+00,-2.000000E-03
+2.416000E-06,+3.860000E+00,-2.000000E-03
+2.418000E-06,+3.860000E+00,+0.000000E+00
+2.420000E-06,+3.860000E+00,+0.000000E+00
+2.422000E-06,+3.860000E+00,+2.000000E-03
+2.424000E-06,+3.860000E+00,+2.000000E-03
+2.426000E-06,+3.860000E+00,+4.000000E-03
+2.428000E-06,+3.860000E+00,+4.000000E-03
+2.430000E-06,+3.900000E+00,+6.000000E-03
+2.432000E-06,+3.860000E+00,+6.000000E-03
+2.434000E-06,+3.860000E+00,+6.000000E-03
+2.436000E-06,+3.860000E+00,+6.000000E-03
+2.438000E-06,+3.860000E+00,+4.000000E-03
+2.440000E-06,+3.860000E+00,+4.000000E-03
+2.442000E-06,+3.820000E+00,+4.000000E-03
+2.444000E-06,+3.820000E+00,+4.000000E-03
+2.446000E-06,+3.820000E+00,+4.000000E-03
+2.448000E-06,+3.820000E+00,+4.000000E-03
+2.450000E-06,+3.860000E+00,+4.000000E-03
+2.452000E-06,+3.820000E+00,+2.000000E-03
+2.454000E-06,+3.820000E+00,+0.000000E+00
+2.456000E-06,+3.820000E+00,+0.000000E+00
+2.458000E-06,+3.820000E+00,-2.000000E-03
+2.460000E-06,+3.820000E+00,-2.000000E-03
+2.462000E-06,+3.820000E+00,-4.000000E-03
+2.464000E-06,+3.860000E+00,-4.000000E-03
+2.466000E-06,+3.860000E+00,-6.000000E-03
+2.468000E-06,+3.860000E+00,-6.000000E-03
+2.470000E-06,+3.900000E+00,-6.000000E-03
+2.472000E-06,+3.860000E+00,-7.999999E-03
+2.474000E-06,+3.860000E+00,-1.000000E-02
+2.476000E-06,+3.860000E+00,-1.000000E-02
+2.478000E-06,+3.860000E+00,-1.000000E-02
+2.480000E-06,+3.860000E+00,-1.200000E-02
+2.482000E-06,+3.860000E+00,-1.200000E-02
+2.484000E-06,+3.860000E+00,-1.200000E-02
+2.486000E-06,+3.860000E+00,-1.200000E-02
+2.488000E-06,+3.860000E+00,-1.200000E-02
+2.490000E-06,+3.900000E+00,-1.000000E-02
+2.492000E-06,+3.860000E+00,-1.000000E-02
+2.494000E-06,+3.860000E+00,-1.000000E-02
+2.496000E-06,+3.860000E+00,-1.000000E-02
+2.498000E-06,+3.860000E+00,-1.000000E-02
+2.500000E-06,+3.860000E+00,-1.000000E-02
+2.502000E-06,+3.860000E+00,-1.000000E-02
+2.504000E-06,+3.860000E+00,-7.999999E-03
+2.506000E-06,+3.860000E+00,-7.999999E-03
+2.508000E-06,+3.860000E+00,-7.999999E-03
+2.510000E-06,+3.900000E+00,-6.000000E-03
+2.512000E-06,+3.860000E+00,-6.000000E-03
+2.514000E-06,+3.860000E+00,-6.000000E-03
+2.516000E-06,+3.900000E+00,-6.000000E-03
+2.518000E-06,+3.900000E+00,-6.000000E-03
+2.520000E-06,+3.900000E+00,-6.000000E-03
+2.522000E-06,+3.900000E+00,-6.000000E-03
+2.524000E-06,+3.900000E+00,-6.000000E-03
+2.526000E-06,+3.900000E+00,-6.000000E-03
+2.528000E-06,+3.900000E+00,-6.000000E-03
+2.530000E-06,+3.940000E+00,-4.000000E-03
+2.532000E-06,+3.900000E+00,-6.000000E-03
+2.534000E-06,+3.900000E+00,-4.000000E-03
+2.536000E-06,+3.900000E+00,-4.000000E-03
+2.538000E-06,+3.900000E+00,-4.000000E-03
+2.540000E-06,+3.900000E+00,-4.000000E-03
+2.542000E-06,+3.900000E+00,-4.000000E-03
+2.544000E-06,+3.900000E+00,-4.000000E-03
+2.546000E-06,+3.860000E+00,-4.000000E-03
+2.548000E-06,+3.860000E+00,-4.000000E-03
+2.550000E-06,+3.900000E+00,-2.000000E-03
+2.552000E-06,+3.860000E+00,-4.000000E-03
+2.554000E-06,+3.860000E+00,-4.000000E-03
+2.556000E-06,+3.860000E+00,-4.000000E-03
+2.558000E-06,+3.860000E+00,-4.000000E-03
+2.560000E-06,+3.860000E+00,-4.000000E-03
+2.562000E-06,+3.860000E+00,-4.000000E-03
+2.564000E-06,+3.860000E+00,-4.000000E-03
+2.566000E-06,+3.860000E+00,-4.000000E-03
+2.568000E-06,+3.860000E+00,-4.000000E-03
+2.570000E-06,+3.900000E+00,-2.000000E-03
+2.572000E-06,+3.860000E+00,-4.000000E-03
+2.574000E-06,+3.860000E+00,-4.000000E-03
+2.576000E-06,+3.860000E+00,-4.000000E-03
+2.578000E-06,+3.900000E+00,-4.000000E-03
+2.580000E-06,+3.900000E+00,-4.000000E-03
+2.582000E-06,+3.900000E+00,-4.000000E-03
+2.584000E-06,+3.900000E+00,-6.000000E-03
+2.586000E-06,+3.900000E+00,-6.000000E-03
+2.588000E-06,+3.900000E+00,-6.000000E-03
+2.590000E-06,+3.940000E+00,-6.000000E-03
+2.592000E-06,+3.900000E+00,-7.999999E-03
+2.594000E-06,+3.900000E+00,-1.000000E-02
+2.596000E-06,+3.900000E+00,-1.000000E-02
+2.598000E-06,+3.900000E+00,-1.200000E-02
+2.600000E-06,+3.900000E+00,-1.400000E-02
+2.602000E-06,+3.900000E+00,-1.400000E-02
+2.604000E-06,+3.900000E+00,-1.600000E-02
+2.606000E-06,+3.900000E+00,-1.600000E-02
+2.608000E-06,+3.900000E+00,-1.600000E-02
+2.610000E-06,+3.940000E+00,-1.600000E-02
+2.612000E-06,+3.900000E+00,-1.800000E-02
+2.614000E-06,+3.900000E+00,-1.800000E-02
+2.616000E-06,+3.900000E+00,-1.800000E-02
+2.618000E-06,+3.900000E+00,-1.800000E-02
+2.620000E-06,+3.900000E+00,-1.800000E-02
+2.622000E-06,+3.900000E+00,-1.800000E-02
+2.624000E-06,+3.900000E+00,-1.800000E-02
+2.626000E-06,+3.900000E+00,-1.600000E-02
+2.628000E-06,+3.900000E+00,-1.600000E-02
+2.630000E-06,+3.940000E+00,-1.400000E-02
+2.632000E-06,+3.900000E+00,-1.400000E-02
+2.634000E-06,+3.900000E+00,-1.400000E-02
+2.636000E-06,+3.900000E+00,-1.400000E-02
+2.638000E-06,+3.900000E+00,-1.400000E-02
+2.640000E-06,+3.900000E+00,-1.400000E-02
+2.642000E-06,+3.900000E+00,-1.400000E-02
+2.644000E-06,+3.900000E+00,-1.200000E-02
+2.646000E-06,+3.900000E+00,-1.200000E-02
+2.648000E-06,+3.900000E+00,-1.200000E-02
+2.650000E-06,+3.940000E+00,-1.000000E-02
+2.652000E-06,+3.900000E+00,-1.000000E-02
+2.654000E-06,+3.900000E+00,-1.000000E-02
+2.656000E-06,+3.900000E+00,-1.000000E-02
+2.658000E-06,+3.900000E+00,-1.000000E-02
